Time (ms)	24V Voltage (V)	24V Current (I)	Fiducial Sensor (V)	Pressure Vessel Pressure (psi)	Flow Sensor (V)	Fairing Temperature (F)	Reservoir Temperature (F)	Right Hall Effect (V)	Left Hall Effect (V)	Tank PT (psig)	Right Clamp PT (psig)	Left Clamp PT (psig)	Brake PT (psig)	Cooling PT (V)	Displacement (ft)	Velocity (ft/s)	x acceleration (g)	IMU Pressure (psia)	IMU Temperature (F)	Max Cell Voltage (V)	Max Cell ID (#)	Min Cell Voltage (V)	Min Cell ID (#)	State of Charge (%)	Average Voltage (V)	Voltage Delta (V)	Pack Current (I)	Pack Voltage (V)	Max Resistance (Ohm)	Min Resistance (Ohm)	Average Resistance (Ohm)	Resistance Delta (Ohm)	Highest Temperature (F)	BMSStatus.isFault	BMSStatus.isolation	Motor Velocity	Motor Torque	Motor Position	Motor Temperature	Controller Temperature	Motor DC Voltage	Motor Error Code	motorStatus.isReady	motorStatus.isOn	motorStatus.isOperEn	motorStatus.isFault	motorStatus.isVoltEn	motorStatus.targetReached	motorStatus.isWarning	isAlive	motorControllerState	State	Pod Power	Dump Valve	Brakes	Clamp	HighSide	LowSide	Drive	DO7	Throttle	Pump	AO2	AO3
1720.000000	8.452546	149.895752	0.000000	-3.577995	0.002575	-437.237228	-440.711076	-0.198716	-0.183283	-1287.438449	-104.591300	-104.571785	-104.562027	0.002575	0.000000	0.000000	0.000000	0.000000	32.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	32.000000	0.000000	0.000000	0.000000	0.000000	0.000000	32.000000	32.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	1	0	0	0	0	0	1	0	0	0.000	0.000	0.000	0.000
1820.000000	8.452546	149.879334	0.000000	-3.577995	0.002575	-437.133531	-440.607379	-0.198060	-0.182298	-1286.535678	-104.522995	-104.562027	-104.522995	0.002575	0.000000	0.000000	0.000000	0.000000	32.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	32.000000	0.000000	0.000000	0.000000	0.000000	0.000000	32.000000	32.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	1	0	0	0	0	0	1	0	0	0.000	0.000	0.000	0.000
1920.000000	8.451233	150.051729	0.000000	-3.506574	0.012098	-435.785471	-439.363015	-0.193791	-0.178357	-1285.407215	-104.513237	-104.532753	-104.571785	-0.000052	0.000000	0.000000	0.000000	0.000000	32.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	32.000000	0.000000	0.000000	0.000000	0.000000	0.000000	32.000000	32.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	1	0	0	0	0	0	1	0	0	0.000	0.000	0.000	0.000
2020.000000	8.461084	150.100984	0.000000	-3.516425	0.008486	-436.666895	-440.399985	-0.196746	-0.182298	-1290.598147	-104.757184	-104.776700	-104.805974	-0.008261	0.000000	0.000000	0.000000	0.000000	32.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	32.000000	0.000000	0.000000	0.000000	0.000000	0.000000	32.000000	32.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	1	0	0	0	0	0	1	0	0	0.000	0.000	0.000	0.000
2120.000000	8.458457	150.068147	0.000000	-3.506574	0.010456	-436.355804	-440.140742	-0.195433	-0.179999	-1289.243991	-104.737669	-104.727911	-104.747426	-0.005306	0.000000	0.000000	0.000000	0.000000	32.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	32.000000	0.000000	0.000000	0.000000	0.000000	0.000000	32.000000	32.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	1	0	0	0	0	0	1	0	0	0.000	0.000	0.000	0.000
2220.000000	8.453203	150.084566	0.000000	-3.499186	0.012755	-435.733622	-439.570409	-0.194119	-0.177701	-1286.309986	-104.591300	-104.591300	-104.581543	-0.000052	0.000000	0.000000	0.000000	0.000000	32.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	32.000000	0.000000	0.000000	0.000000	0.000000	0.000000	32.000000	32.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	1	0	0	0	0	0	1	0	0	0.000	0.000	0.000	0.000
2320.000000	8.453203	149.903962	0.000000	-3.565681	0.003889	-437.237228	-440.762924	-0.198388	-0.183283	-1285.632908	-104.532753	-104.503480	-104.474206	0.002903	0.000000	0.000000	0.000000	0.000000	32.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	32.000000	0.000000	0.000000	0.000000	0.000000	0.000000	32.000000	32.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	1	0	0	0	0	0	1	0	0	0.000	0.000	0.000	0.000
2420.000000	8.450576	149.805450	0.000000	-3.563218	0.003560	-437.289077	-440.762924	-0.197731	-0.182626	-1286.535678	-104.591300	-104.532753	-104.474206	0.003232	0.000000	0.000000	0.000000	0.000000	32.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	32.000000	0.000000	0.000000	0.000000	0.000000	0.000000	32.000000	32.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	1	0	0	0	0	0	1	0	0	0.000	0.000	0.000	0.000
2530.000000	8.450905	150.018892	0.000000	-3.516425	0.010784	-436.044713	-439.518561	-0.194776	-0.179014	-1284.730137	-104.513237	-104.522995	-104.562027	0.000933	0.000000	0.000000	0.000000	0.000000	32.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	32.000000	0.000000	0.000000	0.000000	0.000000	0.000000	32.000000	32.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	1	0	0	0	0	0	1	0	0	0.000	0.000	0.000	0.000
2620.000000	8.460099	149.994264	0.000000	-3.548441	0.004874	-437.340925	-441.022166	-0.200030	-0.184596	-1291.500918	-104.796216	-104.786458	-104.766942	-0.005634	0.000000	0.000000	0.000000	0.000000	32.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	32.000000	0.000000	0.000000	0.000000	0.000000	0.000000	32.000000	32.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	1	0	0	0	0	0	1	0	0	0.000	0.000	0.000	0.000
2720.000000	8.462398	150.133821	0.000000	-3.509037	0.009471	-436.511349	-440.348136	-0.198060	-0.182298	-1290.146761	-104.747426	-104.747426	-104.757184	-0.006619	0.000000	0.000000	0.000000	0.000000	32.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	32.000000	0.000000	0.000000	0.000000	0.000000	0.000000	32.000000	32.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	1	0	0	0	0	0	1	0	0	0.000	0.000	0.000	0.000
2820.000000	8.452218	149.895752	0.000000	-3.565681	0.004217	-437.081683	-440.711076	-0.198388	-0.182626	-1285.407215	-104.513237	-104.503480	-104.474206	0.004217	0.000000	0.000000	0.000000	0.000000	32.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	32.000000	0.000000	0.000000	0.000000	0.000000	0.000000	32.000000	32.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	1	0	0	0	0	0	1	0	0	0.000	0.000	0.000	0.000
2920.000000	8.455173	150.109194	0.000000	-3.491797	0.013083	-435.837319	-439.674106	-0.194119	-0.178357	-1287.664142	-104.640090	-104.640090	-104.679121	-0.003992	0.000000	0.000000	0.000000	0.000000	32.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	32.000000	0.000000	0.000000	0.000000	0.000000	0.000000	32.000000	32.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	1	0	0	0	0	0	1	0	0	0.000	0.000	0.000	0.000
3020.000000	8.459442	149.994264	0.000000	-3.545978	0.004874	-437.289077	-441.022166	-0.199701	-0.185582	-1291.275225	-104.776700	-104.747426	-104.737669	-0.005634	0.000000	0.000000	0.000000	0.000000	32.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	32.000000	0.000000	0.000000	0.000000	0.000000	0.000000	32.000000	32.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	1	0	0	0	0	0	1	0	0	0.000	0.000	0.000	0.000
3120.000000	8.459442	150.084566	0.000000	-3.521351	0.008157	-436.977986	-440.814772	-0.197731	-0.182626	-1291.726610	-104.786458	-104.786458	-104.805974	-0.007604	0.000000	0.000000	0.000000	0.000000	32.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	32.000000	0.000000	0.000000	0.000000	0.000000	0.000000	32.000000	32.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	1	0	0	0	0	0	1	0	0	0.000	0.000	0.000	0.000
3220.000000	8.451890	150.002473	0.000000	-3.528739	0.009799	-436.200259	-439.725955	-0.193791	-0.178686	-1284.053059	-104.483964	-104.464448	-104.503480	0.001590	0.000000	0.000000	0.000000	0.000000	32.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	32.000000	0.000000	0.000000	0.000000	0.000000	0.000000	32.000000	32.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	1	0	0	0	0	0	1	0	0	0.000	0.000	0.000	0.000
3320.000000	8.449919	149.986054	0.000000	-3.511499	0.012426	-435.733622	-439.466712	-0.196089	-0.179342	-1284.504444	-104.503480	-104.503480	-104.562027	0.002903	0.000000	0.000000	0.000000	0.000000	32.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	32.000000	0.000000	0.000000	0.000000	0.000000	0.000000	32.000000	32.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	1	0	0	0	0	0	1	0	0	0.000	0.000	0.000	0.000
3420.000000	8.459771	150.084566	0.000000	-3.518888	0.007829	-436.718743	-440.711076	-0.197731	-0.183283	-1291.275225	-104.805974	-104.796216	-104.786458	-0.006619	0.000000	0.000000	0.000000	0.000000	32.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	32.000000	0.000000	0.000000	0.000000	0.000000	0.000000	32.000000	32.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	1	0	0	0	0	0	1	0	0	0.000	0.000	0.000	0.000
3520.000000	8.454188	149.879334	0.000000	-3.577995	0.002903	-437.444622	-441.074015	-0.198716	-0.184268	-1287.438449	-104.630332	-104.620574	-104.542511	0.001590	0.000000	0.000000	0.000000	0.000000	32.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	32.000000	0.000000	0.000000	0.000000	0.000000	0.000000	32.000000	32.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	1	0	0	0	0	0	1	0	0	0.000	0.000	0.000	0.000
3620.000000	8.457144	150.150240	0.000000	-3.491797	0.013083	-435.837319	-439.725955	-0.194448	-0.179671	-1287.889835	-104.669363	-104.659606	-104.669363	-0.003992	0.000000	0.000000	0.000000	0.000000	32.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	32.000000	0.000000	0.000000	0.000000	0.000000	0.000000	32.000000	32.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	1	0	0	0	0	0	1	0	0	0.000	0.000	0.000	0.000
3720.000000	8.456815	150.133821	0.000000	-3.506574	0.012426	-435.837319	-439.674106	-0.194776	-0.178357	-1285.858600	-104.610816	-104.620574	-104.649848	-0.002351	0.000000	0.000000	0.000000	0.000000	32.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	32.000000	0.000000	0.000000	0.000000	0.000000	0.000000	32.000000	32.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	1	0	0	0	0	0	1	0	0	0.000	0.000	0.000	0.000
3820.000000	8.462398	150.076356	0.000000	-3.523813	0.007829	-436.770592	-440.659227	-0.198388	-0.183940	-1289.921069	-104.737669	-104.805974	-104.825489	-0.007933	0.000000	0.000000	0.000000	0.000000	32.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	32.000000	0.000000	0.000000	0.000000	0.000000	0.000000	32.000000	32.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	1	0	0	0	0	0	1	0	0	0.000	0.000	0.000	0.000
3920.000000	8.460427	149.994264	0.000000	-3.550904	0.003232	-437.340925	-440.814772	-0.199373	-0.184925	-1291.275225	-104.805974	-104.805974	-104.815732	-0.006948	0.000000	0.000000	0.000000	0.000000	32.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	32.000000	0.000000	0.000000	0.000000	0.000000	0.000000	32.000000	32.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	1	0	0	0	0	0	1	0	0	0.000	0.000	0.000	0.000
4020.000000	8.457472	150.109194	0.000000	-3.496723	0.011769	-435.889168	-439.622258	-0.194448	-0.179014	-1286.987064	-104.630332	-104.630332	-104.688879	-0.004977	0.000000	0.000000	0.000000	0.000000	32.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	32.000000	0.000000	0.000000	0.000000	0.000000	0.000000	32.000000	32.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	1	0	0	0	0	0	1	0	0	0.000	0.000	0.000	0.000
4120.000000	8.450905	149.994264	0.000000	-3.543516	0.007829	-436.511349	-439.881500	-0.195104	-0.179342	-1283.827366	-104.435174	-104.464448	-104.474206	0.002903	0.000000	0.000000	0.000000	0.000000	32.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	32.000000	0.000000	0.000000	0.000000	0.000000	0.000000	32.000000	32.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	1	0	0	0	0	0	1	0	0	0.000	0.000	0.000	0.000
4220.000000	8.453203	150.059938	0.000000	-3.511499	0.012098	-435.889168	-439.674106	-0.194448	-0.178686	-1284.053059	-104.522995	-104.522995	-104.542511	0.001918	0.000000	0.000000	0.000000	0.000000	32.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	32.000000	0.000000	0.000000	0.000000	0.000000	0.000000	32.000000	32.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	1	0	0	0	0	0	1	0	0	0.000	0.000	0.000	0.000
4320.000000	8.455173	150.133821	0.000000	-3.501648	0.012426	-435.733622	-439.518561	-0.194776	-0.178029	-1286.309986	-104.610816	-104.640090	-104.669363	-0.002679	0.000000	0.000000	0.000000	0.000000	32.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	32.000000	0.000000	0.000000	0.000000	0.000000	0.000000	32.000000	32.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	1	0	0	0	0	0	1	0	0	0.000	0.000	0.000	0.000
