Time (ms)	LowV Voltage (V)	LowV Current (I)	Fiducial Sensor (V)	Pressure Vessel Pressure (psi)	Flow Sensor (V)	Fairing Temperature (F)	Reservoir Temperature (F)	Right Hall Effect (V)	Left Hall Effect (V)	Tank PT (psig)	Right Clamp PT (psig)	Left Clamp PT (psig)	Brake PT (psig)	Cooling PT (V)	Displacement (ft)	Velocity (ft/s)	x acceleration (g)	IMU Pressure (psia)	IMU Temperature (F)	Max Cell Voltage (V)	Max Cell ID (#)	Min Cell Voltage (V)	Min Cell ID (#)	State of Charge (%)	Average Voltage (V)	Voltage Delta (V)	Pack Current (I)	Pack Voltage (V)	Max Resistance (Ohm)	Min Resistance (Ohm)	Average Resistance (Ohm)	Resistance Delta (Ohm)	Highest Temperature (F)	BMSStatus.isFault	BMSStatus.isolation	Motor Velocity	Motor Temperature	Controller Temperature	Motor DC Voltage	Motor Error Code	motorStatus.isReady	motorStatus.isOn	motorStatus.isOperEn	motorStatus.isFault	motorStatus.isVoltEn	motorStatus.targetReached	motorStatus.isWarning	isAlive	motorControllerState	State	Pod Power	Dump Valve	Brakes	Clamp	Pump	HighSide	Precharge	Drive	Throttle	Pump	AO2	AO3
665090.000000	26.439197	-54.662971	0.000000	-18.253921	-0.000380	-439.622258	-444.081226	2.920480	3.813321	1045.998193	22.692773	22.185364	22.165848	5.329081	-2696.955397	-0.033999	-0.000405	14.673464	93.776789	4.044000	6.000000	4.034000	33.000000	78.000000	4.040900	0.010000	0.000000	145.400000	0.004080	0.004080	0.004080	0.000000	75.200000	0.000000	0.000000	0.000000	32.000000	32.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	1	1	1	0	0	0	0	0	0	0.000	0.000	0.000	0.000
665190.000000	26.428898	-54.794320	0.000000	-18.276232	0.000933	-435.318835	-437.911258	2.925405	3.825470	1062.699452	23.073185	22.516986	22.360860	5.322514	-2708.074888	-0.034113	0.000068	14.673609	93.778396	4.044100	6.000000	4.033900	33.000000	78.000000	4.040900	0.010200	0.000000	145.400000	0.004080	0.004080	0.004080	0.000000	75.200000	0.000000	0.000000	0.000000	32.000000	32.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	1	1	1	0	0	0	0	0	0	0.000	0.000	0.000	0.000
665290.000000	26.427868	-54.802529	0.000000	-18.251459	0.003889	-433.711532	-437.807561	2.923764	3.820545	1057.508520	23.034299	22.800110	22.341490	5.314961	-2719.223262	-0.034165	0.000020	14.673464	93.780703	4.044000	6.000000	4.034000	33.000000	78.000000	4.040900	0.010000	0.000000	145.400000	0.004080	0.004080	0.004080	0.000000	75.200000	0.000000	0.000000	0.000000	32.000000	32.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	1	1	1	0	0	0	0	0	0	0.000	0.000	0.000	0.000
665390.000000	26.416539	-54.818948	0.000000	-18.239580	0.005202	-434.955895	-440.659227	2.920480	3.813977	1051.189125	22.916769	22.458149	21.345751	5.235824	-2730.402071	-0.034151	-0.000347	14.673899	93.780662	4.044100	6.000000	4.034000	33.000000	78.000000	4.040900	0.010100	0.000000	145.400000	0.004080	0.004080	0.004080	0.000000	75.200000	0.000000	0.000000	0.000000	32.000000	32.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	1	1	1	0	0	0	0	0	0	0.000	0.000	0.000	0.000
665490.000000	26.436107	-54.646553	0.000000	-18.192207	0.009799	-435.215138	-440.607379	2.922122	3.822187	1058.862676	23.161296	22.536792	22.205024	5.331708	-2742.857488	-0.034205	0.000081	14.673319	93.780188	4.044000	6.000000	4.034000	33.000000	78.000000	4.040900	0.010000	0.000000	145.400000	0.004080	0.004080	0.004080	0.000000	75.200000	0.000000	0.000000	0.000000	32.000000	32.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	1	1	1	0	0	0	0	0	0	0.000	0.000	0.000	0.000
665590.000000	26.414479	-54.835366	0.000000	-18.251459	0.000276	-435.578077	-440.970318	2.919823	3.812992	1053.671744	22.936720	22.302458	21.687712	5.316603	-2754.100326	-0.034252	-0.000253	14.673464	93.784177	4.044000	6.000000	4.034000	33.000000	78.000000	4.040900	0.010000	0.000000	145.400000	0.004080	0.004080	0.004080	0.000000	75.200000	0.000000	0.000000	0.000000	32.000000	32.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	1	1	1	0	0	0	0	0	0	0.000	0.000	0.000	0.000
665690.000000	26.413449	-54.736855	0.000000	-18.199740	0.007501	-436.770592	-442.059136	2.918510	3.813321	1054.123130	23.005025	22.526889	22.253669	5.276214	-2765.371535	-0.034278	-0.000350	14.673464	93.783147	4.044200	6.000000	4.033900	33.000000	78.000000	4.040900	0.010300	0.000000	145.400000	0.004080	0.004080	0.004080	0.000000	75.200000	0.000000	0.000000	0.000000	32.000000	32.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	1	1	1	0	0	0	0	0	0	0.000	0.000	0.000	0.000
665790.000000	26.427868	-54.687599	0.000000	-18.244070	0.000933	-439.518561	-443.873832	2.917853	3.811022	1050.286354	22.770836	22.292700	22.146332	5.330723	-2777.929428	-0.034377	0.000209	14.673464	93.783669	4.044000	6.000000	4.034000	33.000000	78.000000	4.040900	0.010000	0.000000	145.400000	0.004080	0.004080	0.004080	0.000000	75.200000	0.000000	0.000000	0.000000	32.000000	32.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	1	1	1	0	0	0	0	0	0	0.000	0.000	0.000	0.000
665890.000000	26.441256	-54.613716	0.000000	-18.187426	0.007829	-437.340925	-442.733166	2.921465	3.827112	1057.057135	22.809868	22.741562	22.156090	5.334335	-2789.264957	-0.034402	0.000222	14.673464	93.787720	4.044100	6.000000	4.034000	33.000000	78.000000	4.040900	0.010100	0.000000	145.400000	0.004080	0.004080	0.004080	0.000000	75.200000	0.000000	0.000000	0.000000	32.000000	32.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	1	1	1	0	0	0	0	0	0	0.000	0.000	0.000	0.000
665990.000000	26.417569	-54.802529	0.000000	-18.249286	0.008486	-433.918926	-438.326046	2.927704	3.822187	1059.088369	22.975461	22.955946	22.477810	5.276214	-2800.630798	-0.034332	-0.000347	14.673754	93.791779	4.044000	6.000000	4.034000	33.000000	78.000000	4.040900	0.010000	0.000000	145.400000	0.004080	0.004080	0.004080	0.000000	75.200000	0.000000	0.000000	0.000000	32.000000	32.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	1	1	1	0	0	0	0	0	0	0.000	0.000	0.000	0.000
666090.000000	26.418599	-54.753273	0.000000	-18.226976	0.007829	-437.444622	-443.044257	2.916539	3.812992	1049.383584	23.161006	22.565776	22.224250	5.328096	-2812.027857	-0.034353	-0.000042	14.673609	93.792925	4.044000	6.000000	4.034000	33.000000	78.000000	4.040900	0.010000	0.000000	145.400000	0.004080	0.004080	0.004080	0.000000	75.200000	0.000000	0.000000	0.000000	32.000000	32.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	1	1	1	0	0	0	0	0	0	0.000	0.000	0.000	0.000
666190.000000	26.412419	-54.859994	0.000000	-18.263918	0.005202	-433.659684	-436.666895	2.927376	3.816604	1060.442525	22.985364	22.536502	22.429165	5.324484	-2823.453694	-0.034413	0.000134	14.673609	93.792568	4.043900	6.000000	4.034000	33.000000	78.000000	4.040900	0.009900	0.000000	145.400000	0.004080	0.004080	0.004080	0.000000	75.200000	0.000000	0.000000	0.000000	32.000000	32.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	1	1	1	0	0	0	0	0	0	0.000	0.000	0.000	0.000
666290.000000	26.418599	-54.876413	0.000000	-18.298542	-0.002022	-434.074471	-438.014955	2.919823	3.813977	1051.866203	22.546115	22.292410	21.989916	5.326783	-2836.183473	-0.034397	-0.000234	14.673754	93.793523	4.044000	6.000000	4.034000	33.000000	78.000000	4.040900	0.010000	0.000000	145.400000	0.004080	0.004080	0.004080	0.000000	75.200000	0.000000	0.000000	0.000000	32.000000	32.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	1	1	1	0	0	0	0	0	0	0.000	0.000	0.000	0.000
666390.000000	26.373284	-54.925668	0.000000	-18.278404	0.001590	-435.992865	-440.970318	2.915883	3.802813	1055.702979	22.663644	22.195267	21.863499	5.317260	-2847.673408	-0.034415	0.000031	14.673319	93.794285	4.043900	6.000000	4.034000	33.000000	78.000000	4.040900	0.009900	0.000000	145.400000	0.004080	0.004080	0.004080	0.000000	75.200000	0.000000	0.000000	0.000000	32.000000	32.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	1	1	1	0	0	0	0	0	0	0.000	0.000	0.000	0.000
666490.000000	26.436107	-54.679390	0.000000	-18.194670	0.008486	-435.526229	-441.074015	2.921793	3.825799	1059.765447	22.907591	22.897833	22.380666	5.332037	-2859.192161	-0.034446	-0.000340	14.673319	93.793852	4.044000	6.000000	4.033900	33.000000	78.000000	4.040900	0.010100	0.000000	145.400000	0.004080	0.004080	0.004080	0.000000	75.200000	0.000000	0.000000	0.000000	32.000000	32.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	1	1	1	0	0	0	0	0	0	0.000	0.000	0.000	0.000
666590.000000	26.435077	-54.605506	0.000000	-18.192642	0.004545	-438.792682	-443.925681	2.925734	3.832366	1057.057135	22.731514	22.672967	22.526599	5.328753	-2872.025215	-0.034502	-0.000101	14.673754	93.793736	4.043900	6.000000	4.033900	33.000000	78.000000	4.040900	0.010000	0.000000	145.400000	0.004080	0.004080	0.004080	0.000000	75.200000	0.000000	0.000000	0.000000	32.000000	32.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	1	1	1	0	0	0	0	0	0	0.000	0.000	0.000	0.000
666690.000000	26.444346	-54.589088	0.000000	-18.194960	0.007172	-438.014955	-442.992408	2.921137	3.824157	1053.220359	22.731659	22.556018	22.721902	5.340574	-2883.608558	-0.034573	-0.000248	14.673609	93.795095	4.043900	6.000000	4.034000	33.000000	78.000000	4.040900	0.009900	0.000000	145.400000	0.004080	0.004080	0.004080	0.000000	75.200000	0.000000	0.000000	0.000000	32.000000	32.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	1	1	1	0	0	0	0	0	0	0.000	0.000	0.000	0.000
666790.000000	26.421689	-54.794320	0.000000	-18.303177	-0.005634	-438.481591	-440.348136	2.921793	3.824814	1053.446052	22.722047	22.653742	22.234153	5.313648	-2895.223043	-0.034630	-0.000051	14.673464	93.796084	4.043900	6.000000	4.034000	33.000000	78.000000	4.040900	0.009900	0.000000	145.400000	0.004080	0.004080	0.004080	0.000000	75.200000	0.000000	0.000000	0.000000	32.000000	32.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	1	1	1	0	0	0	0	0	0	0.000	0.000	0.000	0.000
666890.000000	26.434047	-54.638344	0.000000	-18.207129	0.004545	-439.000076	-442.836863	2.925077	3.818903	1057.282827	22.897688	22.673257	22.556163	5.326783	-2908.159907	-0.034675	-0.000451	14.673464	93.797890	4.044000	6.000000	4.034000	33.000000	78.000000	4.040900	0.010000	0.000000	145.400000	0.004080	0.004080	0.004080	0.000000	75.200000	0.000000	0.000000	0.000000	32.000000	32.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	1	1	1	0	0	0	0	0	0	0.000	0.000	0.000	0.000
666990.000000	26.429928	-54.704018	0.000000	-18.207274	0.009799	-434.385562	-440.088894	2.923764	3.822515	1064.730686	22.878028	22.682870	22.312071	5.338604	-2919.835579	-0.034761	-0.000232	14.673609	93.800066	4.044000	6.000000	4.033900	33.000000	78.000000	4.040900	0.010100	0.000000	145.400000	0.004080	0.004080	0.004080	0.000000	75.200000	0.000000	0.000000	0.000000	32.000000	32.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	1	1	1	0	0	0	0	0	0	0.000	0.000	0.000	0.000
667090.000000	26.450525	-54.572669	0.000000	-18.197422	0.006187	-438.326046	-442.888711	2.920808	3.827112	1061.119603	22.712144	22.458439	22.224250	5.331052	-2932.841971	-0.034868	0.000094	14.673609	93.801096	4.044000	6.000000	4.033900	33.000000	78.000000	4.040900	0.010100	0.000000	145.400000	0.004080	0.004080	0.004080	0.000000	75.200000	0.000000	0.000000	0.000000	32.000000	32.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	1	1	1	0	0	0	0	0	0	0.000	0.000	0.000	0.000
667190.000000	26.406240	-54.974924	0.000000	-18.322879	-0.003992	-435.733622	-437.703864	2.919823	3.811679	1052.768974	22.702531	22.175606	22.097543	5.332365	-2944.581627	-0.034892	-0.000354	14.673464	93.803019	4.043900	6.000000	4.034000	33.000000	78.000000	4.040900	0.009900	0.000000	145.400000	0.004080	0.004080	0.004080	0.000000	75.200000	0.000000	0.000000	0.000000	32.000000	32.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	1	1	1	0	0	0	0	0	0	0.000	0.000	0.000	0.000
667290.000000	26.424778	-54.728646	0.000000	-18.251604	-0.002022	-440.192591	-445.273741	2.914569	3.815291	1049.383584	21.921756	19.306646	18.955363	5.282453	-2956.350190	-0.034932	-0.000088	14.673609	93.805985	4.044000	6.000000	4.034100	33.000000	78.000000	4.040900	0.009900	0.000000	145.400000	0.004080	0.004080	0.004080	0.000000	75.200000	0.000000	0.000000	0.000000	32.000000	32.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	1	1	1	0	0	0	0	0	0	0.000	0.000	0.000	0.000
667390.000000	26.440227	-54.720436	0.000000	-18.295789	-0.007933	-441.074015	-445.481135	2.922778	3.815948	1048.706505	22.683015	22.136574	21.873112	5.314305	-2969.460363	-0.035010	-0.000099	14.673464	93.804255	4.044000	6.000000	4.034100	33.000000	78.000000	4.040900	0.009900	0.000000	145.400000	0.004080	0.004080	0.004080	0.000000	75.200000	0.000000	0.000000	0.000000	32.000000	32.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	1	1	1	0	0	0	0	0	0	0.000	0.000	0.000	0.000
667490.000000	26.419629	-54.851785	0.000000	-18.335048	-0.010888	-440.037045	-441.955439	2.917196	3.815291	1050.737740	22.946623	22.624613	22.292845	5.320215	-2981.292864	-0.035039	-0.000402	14.673319	93.805196	4.044200	6.000000	4.034100	33.000000	78.000000	4.041000	0.010100	0.000000	145.400000	0.004080	0.004080	0.004080	0.000000	75.200000	0.000000	0.000000	0.000000	32.000000	32.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	1	1	1	0	0	0	0	0	0	0.000	0.000	0.000	0.000
667590.000000	26.415509	-54.818948	0.000000	-18.239435	0.004874	-434.748501	-438.118652	2.924420	3.813321	1057.959905	23.073040	22.692483	22.468052	5.303140	-2993.155673	-0.035118	-0.000431	14.673754	93.805202	4.044100	6.000000	4.034000	33.000000	78.000000	4.040900	0.010100	0.000000	145.400000	0.004080	0.004080	0.004080	0.000000	75.200000	0.000000	0.000000	0.000000	32.000000	32.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	1	1	1	0	0	0	0	0	0	0.000	0.000	0.000	0.000
667690.000000	26.439197	-54.671181	0.000000	-18.249141	-0.001365	-439.933348	-444.081226	2.920152	3.827441	1060.668218	22.995122	22.887785	22.507228	5.336962	-3005.050784	-0.035257	-0.000179	14.673609	93.804653	4.043900	6.000000	4.034000	33.000000	78.000000	4.040900	0.009900	0.000000	145.400000	0.004080	0.004080	0.004080	0.000000	75.200000	0.000000	0.000000	0.000000	32.000000	32.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	1	1	1	0	0	0	0	0	0	0.000	0.000	0.000	0.000
667790.000000	26.444346	-54.662971	0.000000	-18.244505	-0.001365	-440.814772	-445.584832	2.921465	3.826127	1058.411291	23.238779	23.033863	22.370328	5.321529	-3018.302214	-0.035366	-0.000071	14.673899	93.803452	4.044000	6.000000	4.034100	33.000000	78.000000	4.040900	0.009900	0.000000	145.400000	0.004080	0.004080	0.004080	0.000000	75.200000	0.000000	0.000000	0.000000	32.000000	32.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	1	1	1	0	0	0	0	0	0	0.000	0.000	0.000	0.000
667890.000000	26.429928	-54.777901	0.000000	-18.251604	0.007501	-433.504138	-437.340925	2.920808	3.818575	1051.866203	22.760933	22.429165	22.224250	5.326454	-3030.261265	-0.035404	-0.000460	14.673609	93.803967	4.044100	6.000000	4.034000	33.000000	78.000000	4.040900	0.010100	0.000000	145.400000	0.004080	0.004080	0.004080	0.000000	75.200000	0.000000	0.000000	0.000000	32.000000	32.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	1	1	1	0	0	0	0	0	0	0.000	0.000	0.000	0.000
667990.000000	26.412419	-54.777901	0.000000	-18.229439	0.003232	-436.044713	-441.436954	2.923107	3.814306	1051.189125	23.161006	22.575534	22.380376	5.327111	-3043.583558	-0.035498	-0.000110	14.673609	93.806590	4.044000	6.000000	4.034000	33.000000	78.000000	4.040900	0.010000	0.000000	145.400000	0.004080	0.004080	0.004080	0.000000	75.200000	0.000000	0.000000	0.000000	32.000000	32.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	1	1	1	0	0	0	0	0	0	0.000	0.000	0.000	0.000
668090.000000	26.431987	-54.827157	0.000000	-18.305640	-0.006948	-439.777803	-441.540651	2.918510	3.816276	1051.866203	22.692773	22.663499	22.214637	5.323171	-3055.606175	-0.035583	-0.000022	14.673464	93.809521	4.044000	6.000000	4.034000	33.000000	78.000000	4.040900	0.010000	0.000000	145.400000	0.004080	0.004080	0.004080	0.000000	75.200000	0.000000	0.000000	0.000000	32.000000	32.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	1	1	1	0	0	0	0	0	0	0.000	0.000	0.000	0.000
668190.000000	26.408300	-54.876413	0.000000	-18.248851	0.006844	-433.970774	-437.340925	2.925077	3.812992	1055.702979	22.868560	22.741707	22.400182	5.331708	-3068.999521	-0.035605	0.000306	14.673319	93.808004	4.044000	6.000000	4.034000	33.000000	78.000000	4.040900	0.010000	0.000000	145.400000	0.004080	0.004080	0.004080	0.000000	75.200000	0.000000	0.000000	0.000000	32.000000	32.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	1	1	1	0	0	0	0	0	0	0.000	0.000	0.000	0.000
668290.000000	26.425808	-54.745064	0.000000	-18.244070	0.002575	-437.755713	-442.992408	2.918838	3.815948	1051.414818	22.663499	22.556163	22.068269	5.320872	-3079.743231	-0.035557	-0.000130	14.673464	93.808141	4.044000	6.000000	4.033900	33.000000	78.000000	4.040900	0.010100	0.000000	145.400000	0.004080	0.004080	0.004080	0.000000	75.200000	0.000000	0.000000	0.000000	32.000000	32.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	1	1	1	0	0	0	0	0	0	0.000	0.000	0.000	0.000
668390.000000	26.446406	-54.572669	0.000000	-18.214662	0.003889	-438.792682	-443.303499	2.925405	3.826127	1054.800208	22.936575	22.341345	22.214492	5.323499	-3091.860935	-0.035529	-0.000333	14.673609	93.810970	4.043900	6.000000	4.033900	33.000000	78.000000	4.040900	0.010000	0.000000	145.400000	0.004080	0.004080	0.004080	0.000000	75.200000	0.000000	0.000000	0.000000	32.000000	32.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	1	1	1	0	0	0	0	0	0	0.000	0.000	0.000	0.000
668490.000000	26.429928	-54.761483	0.000000	-18.222195	0.004217	-432.881957	-437.600167	2.924092	3.821530	1060.668218	23.121829	22.604662	22.282652	5.330395	-3105.360586	-0.035614	-0.000522	14.673754	93.811938	4.044100	6.000000	4.034100	33.000000	78.000000	4.040900	0.010000	0.000000	145.400000	0.004080	0.004080	0.004080	0.000000	75.200000	0.000000	0.000000	0.000000	32.000000	32.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	1	1	1	0	0	0	0	0	0	0.000	0.000	0.000	0.000
668590.000000	26.445376	-54.630134	0.000000	-18.231901	0.001262	-438.844531	-443.199802	2.929018	3.819231	1050.963432	22.770691	22.087640	22.087640	5.330066	-3117.545941	-0.035754	0.000317	14.673609	93.811142	4.044200	6.000000	4.034000	33.000000	78.000000	4.041000	0.010200	0.000000	145.400000	0.004080	0.004080	0.004080	0.000000	75.200000	0.000000	0.000000	0.000000	32.000000	32.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	1	1	1	0	0	0	0	0	0	0.000	0.000	0.000	0.000
668690.000000	26.419629	-54.892831	0.000000	-18.325342	-0.010888	-437.237228	-439.207470	2.919166	3.814634	1049.609276	22.507373	22.419553	22.019480	5.312991	-3129.760591	-0.035784	-0.000192	14.673464	93.811485	4.044000	6.000000	4.033900	33.000000	78.000000	4.040900	0.010100	0.000000	145.400000	0.004080	0.004080	0.004080	0.000000	75.200000	0.000000	0.000000	0.000000	32.000000	32.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	1	1	1	0	0	0	0	0	0	0.000	0.000	0.000	0.000
668790.000000	26.421689	-54.810738	0.000000	-18.253776	0.002247	-434.696653	-437.444622	2.919495	3.822515	1051.414818	22.761223	22.566066	22.556308	5.334007	-3143.368198	-0.035764	0.000275	14.673319	93.812350	4.044000	6.000000	4.033900	33.000000	78.000000	4.040900	0.010100	0.000000	145.400000	0.004080	0.004080	0.004080	0.000000	75.200000	0.000000	0.000000	0.000000	32.000000	32.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	1	1	1	0	0	0	0	0	0	0.000	0.000	0.000	0.000
668890.000000	26.407270	-54.884622	0.000000	-18.298252	0.001918	-433.504138	-436.666895	2.922450	3.816933	1057.959905	22.624468	22.712289	22.790352	5.334664	-3155.649800	-0.035749	0.000069	14.673464	93.814060	4.044000	6.000000	4.034000	33.000000	78.000000	4.040900	0.010000	0.000000	145.400000	0.004080	0.004080	0.004080	0.000000	75.200000	0.000000	0.000000	0.000000	32.000000	32.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	1	1	1	0	0	0	0	0	0	0.000	0.000	0.000	0.000
668990.000000	26.440227	-54.671181	0.000000	-18.204811	0.005202	-435.578077	-441.177712	2.925734	3.824157	1056.154364	22.653597	22.829238	22.409650	5.336305	-3166.595642	-0.035692	-0.000073	14.673609	93.816381	4.043900	3.000000	4.033900	33.000000	78.000000	4.040900	0.010000	0.000000	145.400000	0.004080	0.004080	0.004080	0.000000	75.200000	0.000000	0.000000	0.000000	32.000000	32.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	1	1	1	0	0	0	0	0	0	0.000	0.000	0.000	0.000
669090.000000	26.438167	-54.671181	0.000000	-18.209591	0.013083	-434.022623	-440.037045	2.923107	3.822187	1055.477286	22.663499	22.175606	19.794685	5.245018	-3178.938305	-0.035693	-0.000299	14.673464	93.818819	4.044300	6.000000	4.034100	33.000000	78.000000	4.040900	0.010200	0.000000	145.400000	0.004080	0.004080	0.004080	0.000000	75.200000	0.000000	0.000000	0.000000	32.000000	32.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	1	1	1	0	0	0	0	0	0	0.000	0.000	0.000	0.000
669190.000000	26.434047	-54.704018	0.000000	-18.241608	-0.000380	-435.163289	-439.881500	2.926391	3.814963	1053.671744	22.848899	22.390279	22.156090	5.319230	-3191.313440	-0.035755	-0.000029	14.673464	93.821188	4.044100	6.000000	4.034000	33.000000	78.000000	4.040900	0.010100	0.000000	145.400000	0.004080	0.004080	0.004080	0.000000	75.200000	0.000000	0.000000	0.000000	32.000000	32.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	1	1	1	0	0	0	0	0	0	0.000	0.000	0.000	0.000
669290.000000	26.441256	-54.761483	0.000000	-18.301149	-0.006619	-437.548319	-439.155621	2.920480	3.820216	1056.380057	22.907011	22.467907	22.077592	5.312991	-3205.098694	-0.035813	0.000115	14.673899	93.821627	4.044100	6.000000	4.034000	33.000000	78.000000	4.040900	0.010100	0.000000	145.400000	0.004080	0.004080	0.004080	0.000000	75.200000	0.000000	0.000000	0.000000	32.000000	32.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	1	1	1	0	0	0	0	0	0	0.000	0.000	0.000	0.000
669390.000000	26.425808	-54.720436	0.000000	-18.233929	-0.000709	-439.829652	-444.288620	2.922122	3.811350	1053.446052	22.966284	22.449116	22.302748	5.326783	-3217.538582	-0.035800	-0.000274	14.673174	93.823220	4.044000	6.000000	4.033900	33.000000	78.000000	4.040900	0.010100	0.000000	145.400000	0.004080	0.004080	0.004080	0.000000	75.200000	0.000000	0.000000	0.000000	32.000000	32.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	1	1	1	0	0	0	0	0	0	0.000	0.000	0.000	0.000
669490.000000	26.438167	-54.687599	0.000000	-18.246678	-0.000052	-439.674106	-444.340468	2.914569	3.817918	1050.060662	22.458439	22.380376	22.136429	5.331052	-3230.011346	-0.035827	-0.000056	14.673609	93.823817	4.044100	6.000000	4.034000	33.000000	78.000000	4.040900	0.010100	0.000000	145.400000	0.004080	0.004080	0.004080	0.000000	75.200000	0.000000	0.000000	0.000000	32.000000	32.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	1	1	1	0	0	0	0	0	0	0.000	0.000	0.000	0.000
669590.000000	26.431987	-54.654762	0.000000	-18.199740	0.009142	-437.548319	-442.577620	2.924420	3.823172	1056.831442	22.887931	22.624468	22.263427	5.338276	-3243.904750	-0.035879	0.000053	14.673464	93.823625	4.044000	6.000000	4.033800	33.000000	78.000000	4.040900	0.010200	0.000000	145.400000	0.004080	0.004080	0.004080	0.000000	75.200000	0.000000	0.000000	0.000000	32.000000	32.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	1	1	1	0	0	0	0	0	0	0.000	0.000	0.000	0.000
