Time (ms)	LowV Voltage (V)	LowV Current (I)	Fiducial Sensor (V)	Pressure Vessel Pressure (psi)	Flow Sensor (V)	Fairing Temperature (F)	Reservoir Temperature (F)	Right Hall Effect (V)	Left Hall Effect (V)	Tank PT (psig)	Right Clamp PT (psig)	Left Clamp PT (psig)	Brake PT (psig)	Cooling PT (V)	Displacement (ft)	Velocity (ft/s)	x acceleration (g)	IMU Pressure (psia)	IMU Temperature (F)	Max Cell Voltage (V)	Max Cell ID (#)	Min Cell Voltage (V)	Min Cell ID (#)	State of Charge (%)	Average Voltage (V)	Voltage Delta (V)	Pack Current (I)	Pack Voltage (V)	Max Resistance (Ohm)	Min Resistance (Ohm)	Average Resistance (Ohm)	Resistance Delta (Ohm)	Highest Temperature (F)	BMSStatus.isFault	BMSStatus.isolation	Motor Velocity	Motor Temperature	Controller Temperature	Motor DC Voltage	Motor Error Code	motorStatus.isReady	motorStatus.isOn	motorStatus.isOperEn	motorStatus.isFault	motorStatus.isVoltEn	motorStatus.targetReached	motorStatus.isWarning	isAlive	motorControllerState	State	Pod Power	Dump Valve	Brakes	Clamp	Pump	HighSide	Precharge	Drive	Throttle	Pump	AO2	AO3
542290.000000	26.433017	-54.786111	3.000000	-18.285502	-0.006291	-441.333257	-446.725498	2.917853	3.815291	1055.928671	22.985944	22.507809	22.273620	5.318245	-43200.401793	-0.076772	0.000267	14.673029	92.231219	4.044000	6.000000	4.033900	33.000000	78.000000	4.040900	0.010100	0.000000	145.400000	0.004080	0.004080	0.004080	0.000000	75.200000	0.000000	0.000000	0.000000	32.000000	32.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	1	1	1	0	0	0	0	0	0	0.000	0.000	0.000	0.000
542390.000000	26.417569	-54.942087	3.000000	-18.342001	-0.006619	-436.459501	-438.170500	2.917853	3.817590	1055.928671	22.888511	22.342070	22.029818	5.332037	-43284.620949	-0.076680	0.000261	14.672884	92.233835	4.044000	6.000000	4.033800	33.000000	78.000000	4.040900	0.010200	0.000000	145.400000	0.004080	0.004080	0.004080	0.000000	75.200000	0.000000	0.000000	0.000000	32.000000	32.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	1	1	1	0	0	0	0	0	0	0.000	0.000	0.000	0.000
542490.000000	26.421689	-54.942087	3.000000	-18.290573	0.001590	-434.230017	-437.911258	2.918181	3.812664	1052.317588	22.527179	22.449116	22.195412	5.330723	-43378.269829	-0.076598	0.000357	14.673174	92.235050	4.044000	6.000000	4.033900	33.000000	78.000000	4.040900	0.010100	0.000000	145.400000	0.004080	0.004080	0.004080	0.000000	75.200000	0.000000	0.000000	0.000000	32.000000	32.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	1	1	1	0	0	0	0	0	0	0.000	0.000	0.000	0.000
542590.000000	26.426838	-54.769692	3.000000	-18.226686	0.002575	-434.437411	-439.933348	2.913584	3.810694	1051.414818	22.683160	22.614855	22.000109	5.313319	-43462.624779	-0.076494	0.000018	14.673319	92.237907	4.044000	6.000000	4.034000	33.000000	78.000000	4.041000	0.010000	0.000000	145.400000	0.004080	0.004080	0.004080	0.000000	75.200000	0.000000	0.000000	0.000000	32.000000	32.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	1	1	1	0	0	0	0	0	0	0.000	0.000	0.000	0.000
542690.000000	26.429928	-54.679390	3.000000	-18.297671	-0.001365	-438.533440	-443.614590	2.914898	3.815948	1050.286354	22.439648	22.010302	21.785871	5.313976	-43537.666905	-0.076434	0.000479	14.672884	92.240942	4.044000	6.000000	4.034000	33.000000	78.000000	4.040900	0.010000	0.000000	145.400000	0.004080	0.004080	0.004080	0.000000	75.200000	0.000000	0.000000	0.000000	32.000000	32.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	1	1	1	0	0	0	0	0	0	0.000	0.000	0.000	0.000
542790.000000	26.429928	-54.712227	3.000000	-18.204376	0.007829	-436.770592	-442.525772	2.922122	3.817590	1059.539754	22.693063	22.400327	22.195412	5.333350	-43631.544428	-0.076354	0.000078	14.673174	92.243022	4.044100	6.000000	4.034000	33.000000	78.000000	4.040900	0.010100	0.000000	145.400000	0.004080	0.004080	0.004080	0.000000	75.200000	0.000000	0.000000	0.000000	32.000000	32.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	1	1	1	0	0	0	0	0	0	0.000	0.000	0.000	0.000
542890.000000	26.438167	-54.728646	3.000000	-18.246533	0.003889	-434.022623	-436.615046	2.929346	3.820873	1063.150837	23.044056	22.712289	22.146332	5.315290	-43716.109053	-0.076254	0.000191	14.673464	92.246744	4.044000	6.000000	4.034000	33.000000	78.000000	4.040900	0.010000	0.000000	145.400000	0.004080	0.004080	0.004080	0.000000	75.200000	0.000000	0.000000	0.000000	32.000000	32.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	1	1	1	0	0	0	0	0	0	0.000	0.000	0.000	0.000
542990.000000	26.415509	-54.917459	3.000000	-18.300714	-0.004321	-435.163289	-438.326046	2.916211	3.813977	1052.768974	22.653742	22.546405	22.048753	5.330395	-43800.742287	-0.076210	-0.000030	14.673464	92.249429	4.044000	6.000000	4.034000	33.000000	78.000000	4.040900	0.010000	0.000000	145.400000	0.004080	0.004080	0.004080	0.000000	75.200000	0.000000	0.000000	0.000000	32.000000	32.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	1	1	1	0	0	0	0	0	0	0.000	0.000	0.000	0.000
543090.000000	26.434047	-54.728646	3.000000	-18.263482	-0.003992	-440.192591	-444.807105	2.913912	3.814634	1054.348823	22.683305	22.419843	21.980738	5.334007	-43885.439299	-0.076185	0.000250	14.673174	92.252793	4.044000	6.000000	4.034000	33.000000	78.000000	4.040900	0.010000	0.000000	145.400000	0.004080	0.004080	0.004080	0.000000	75.200000	0.000000	0.000000	0.000000	32.000000	32.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	1	1	1	0	0	0	0	0	0	0.000	0.000	0.000	0.000
543190.000000	26.454645	-54.621925	3.000000	-18.241172	-0.000709	-440.970318	-446.207013	2.921137	3.828097	1058.185598	22.839576	22.459019	22.234588	5.334007	-43970.204861	-0.076149	0.000404	14.673029	92.256295	4.044100	6.000000	4.034000	33.000000	78.000000	4.040900	0.010100	0.000000	145.400000	0.004080	0.004080	0.004080	0.000000	75.200000	0.000000	0.000000	0.000000	32.000000	32.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	1	1	1	0	0	0	0	0	0	0.000	0.000	0.000	0.000
543290.000000	26.421689	-54.933877	3.000000	-18.300424	-0.005963	-437.496470	-439.725955	2.918838	3.815291	1051.189125	22.995557	22.712579	22.536937	5.330395	-44055.038225	-0.076043	0.000150	14.673174	92.258108	4.044000	6.000000	4.034000	33.000000	78.000000	4.040900	0.010000	0.000000	145.400000	0.004080	0.004080	0.004080	0.000000	75.200000	0.000000	0.000000	0.000000	32.000000	32.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	1	1	1	0	0	0	0	0	0	0.000	0.000	0.000	0.000
543390.000000	26.439197	-54.720436	3.000000	-18.221760	0.006187	-435.889168	-441.851742	2.919823	3.815291	1053.671744	22.663644	22.302603	22.107446	5.330395	-44149.372068	-0.075944	-0.000064	14.673319	92.259584	4.044100	6.000000	4.034000	33.000000	78.000000	4.040900	0.010100	0.000000	145.400000	0.004080	0.004080	0.004080	0.000000	75.200000	0.000000	0.000000	0.000000	32.000000	32.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	1	1	1	0	0	0	0	0	0	0.000	0.000	0.000	0.000
543490.000000	26.451555	-54.605506	3.000000	-18.157293	0.016038	-435.526229	-442.266530	2.916539	3.822515	1061.796681	22.859237	22.751900	22.322554	5.337947	-44234.343542	-0.075931	0.000267	14.672884	92.260765	4.044100	6.000000	4.034000	33.000000	78.000000	4.040900	0.010100	0.000000	145.400000	0.004080	0.004080	0.004080	0.000000	73.400000	0.000000	0.000000	0.000000	32.000000	32.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	1	1	1	0	0	0	0	0	0	0.000	0.000	0.000	0.000
543590.000000	26.419629	-54.876413	3.000000	-18.283330	0.000276	-435.059592	-438.377894	2.921465	3.820216	1059.539754	22.917349	22.751465	22.624613	5.332693	-44328.830687	-0.075898	0.000148	14.673319	92.265791	4.044000	6.000000	4.033900	33.000000	78.000000	4.040900	0.010100	0.000000	145.400000	0.004080	0.004080	0.004080	0.000000	73.400000	0.000000	0.000000	0.000000	32.000000	32.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	1	1	1	0	0	0	0	0	0	0.000	0.000	0.000	0.000
543690.000000	26.435077	-54.827157	3.000000	-18.315201	-0.011545	-440.814772	-443.303499	2.917525	3.816276	1029.296935	19.180229	19.248534	20.009648	5.350754	-44413.943537	-0.075824	0.000445	14.673174	92.267728	4.044000	6.000000	4.034000	33.000000	78.000000	4.040900	0.010000	0.000000	145.400000	0.004080	0.004080	0.004080	0.000000	73.400000	0.000000	0.000000	0.000000	32.000000	32.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	1	1	1	0	0	0	0	0	0	0.000	0.000	0.000	0.000
543790.000000	26.446406	-54.679390	3.000000	-18.248561	-0.004321	-440.037045	-446.984740	2.912599	3.819888	1051.189125	22.576114	22.410230	21.951610	5.326783	-44508.583088	-0.075735	0.000366	14.673029	92.269602	4.044100	6.000000	4.034000	33.000000	78.000000	4.041000	0.010100	0.000000	145.400000	0.004080	0.004080	0.004080	0.000000	73.400000	0.000000	0.000000	0.000000	32.000000	32.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	1	1	1	0	0	0	0	0	0	0.000	0.000	0.000	0.000
543890.000000	26.451555	-54.630134	3.000000	-18.197132	0.009142	-437.652016	-442.785014	2.918181	3.825470	1057.282827	23.219843	22.731950	22.507518	5.341559	-44593.832228	-0.075591	-0.000092	14.673319	92.269492	4.043900	6.000000	4.033900	33.000000	78.000000	4.040900	0.010000	0.000000	145.400000	0.004080	0.004080	0.004080	0.000000	73.400000	0.000000	0.000000	0.000000	32.000000	32.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	1	1	1	0	0	0	0	0	0	0.000	0.000	0.000	0.000
543990.000000	26.427868	-54.786111	3.000000	-18.241317	0.005859	-432.570866	-437.133531	2.919495	3.818575	1058.636983	22.858947	22.683305	22.429601	5.326454	-44679.144620	-0.075549	0.000204	14.673174	92.273846	4.044000	6.000000	4.034000	33.000000	78.000000	4.041000	0.010000	0.000000	145.400000	0.004080	0.004080	0.004080	0.000000	73.400000	0.000000	0.000000	0.000000	32.000000	32.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	1	1	1	0	0	0	0	0	0	0.000	0.000	0.000	0.000
544090.000000	26.439197	-54.794320	3.000000	-18.273479	-0.000380	-434.489259	-438.429743	2.914241	3.818246	1058.636983	22.810013	22.517276	22.409940	5.333350	-44764.524998	-0.075531	-0.000008	14.673319	92.279662	4.044000	6.000000	4.033900	33.000000	78.000000	4.041000	0.010100	0.000000	145.400000	0.004080	0.004080	0.004080	0.000000	73.400000	0.000000	0.000000	0.000000	32.000000	32.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	1	1	1	0	0	0	0	0	0	0.000	0.000	0.000	0.000
544190.000000	26.428898	-54.835366	3.000000	-18.312738	-0.006619	-439.829652	-441.385106	2.915226	3.816276	1050.963432	22.517421	22.400327	22.312506	5.323171	-44849.971979	-0.075499	0.000216	14.673174	92.283926	4.043900	6.000000	4.034000	33.000000	78.000000	4.040900	0.009900	0.000000	145.400000	0.004080	0.004080	0.004080	0.000000	73.400000	0.000000	0.000000	0.000000	32.000000	32.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	1	1	1	0	0	0	0	0	0	0.000	0.000	0.000	0.000
544290.000000	26.427868	-54.745064	3.000000	-18.196842	0.010456	-433.555987	-438.844531	2.916211	3.814306	1056.380057	22.966429	22.234588	22.176041	5.322514	-44944.987117	-0.075462	0.000406	14.673029	92.285299	4.044000	6.000000	4.034000	33.000000	78.000000	4.040900	0.010000	0.000000	145.400000	0.004080	0.004080	0.004080	0.000000	73.400000	0.000000	0.000000	0.000000	32.000000	32.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	1	1	1	0	0	0	0	0	0	0.000	0.000	0.000	0.000
544390.000000	26.422718	-54.818948	3.000000	-18.229149	0.008157	-433.348593	-437.133531	2.919823	3.818575	1064.956379	23.190570	22.722192	22.468487	5.317917	-45030.570589	-0.075368	0.000261	14.673319	92.287421	4.044000	6.000000	4.034000	33.000000	78.000000	4.040900	0.010000	0.000000	145.400000	0.004080	0.004080	0.004080	0.000000	73.400000	0.000000	0.000000	0.000000	32.000000	32.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	1	1	1	0	0	0	0	0	0	0.000	0.000	0.000	0.000
544490.000000	26.431987	-54.827157	3.000000	-18.263192	0.000605	-435.422532	-437.807561	2.923435	3.824485	1062.473759	22.898269	22.537227	22.420133	5.330395	-45116.223874	-0.075255	0.000215	14.672884	92.283802	4.044000	6.000000	4.033900	33.000000	78.000000	4.040900	0.010100	0.000000	145.400000	0.004080	0.004080	0.004080	0.000000	75.200000	0.000000	0.000000	0.000000	32.000000	32.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	1	1	1	0	0	0	0	0	0	0.000	0.000	0.000	0.000
544590.000000	26.435077	-54.802529	3.000000	-18.270581	0.003889	-434.592956	-436.666895	2.922122	3.823500	1060.668218	23.395920	22.703111	22.459164	5.333678	-45211.466622	-0.075172	0.000376	14.672884	92.280774	4.044100	6.000000	4.033900	33.000000	78.000000	4.041000	0.010200	0.000000	145.400000	0.004080	0.004080	0.004080	0.000000	75.200000	0.000000	0.000000	0.000000	32.000000	32.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	1	1	1	0	0	0	0	0	0	0.000	0.000	0.000	0.000
544690.000000	26.441256	-54.646553	3.000000	-18.234074	0.006187	-435.837319	-441.281409	2.919166	3.820873	1059.088369	22.897833	22.478245	21.990351	5.323171	-45297.253191	-0.075084	0.000367	14.673319	92.281763	4.043900	3.000000	4.033900	33.000000	78.000000	4.040900	0.010000	0.000000	145.400000	0.004080	0.004080	0.004080	0.000000	75.200000	0.000000	0.000000	0.000000	32.000000	32.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	1	1	1	0	0	0	0	0	0	0.000	0.000	0.000	0.000
544790.000000	26.437137	-54.753273	3.000000	-18.263192	0.001590	-435.629925	-441.022166	2.923764	3.815619	1052.768974	22.517711	22.127397	22.000544	5.330066	-45392.646626	-0.074963	0.000306	14.672884	92.283836	4.044100	6.000000	4.034000	33.000000	78.000000	4.040900	0.010100	0.000000	145.400000	0.004080	0.004080	0.004080	0.000000	75.200000	0.000000	0.000000	0.000000	32.000000	32.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	1	1	1	0	0	0	0	0	0	0.000	0.000	0.000	0.000
544890.000000	26.435077	-54.687599	3.000000	-18.246098	-0.000380	-438.429743	-442.681317	2.927376	3.815948	1051.640510	22.673692	22.244346	22.351683	5.321857	-45478.572848	-0.074844	0.000464	14.673029	92.283466	4.044000	6.000000	4.034000	33.000000	78.000000	4.040900	0.010000	0.000000	145.400000	0.004080	0.004080	0.004080	0.000000	75.200000	0.000000	0.000000	0.000000	32.000000	32.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	1	1	1	0	0	0	0	0	0	0.000	0.000	0.000	0.000
544990.000000	26.449496	-54.777901	3.000000	-18.312883	-0.005634	-437.703864	-439.311167	2.920152	3.823172	1058.862676	22.985654	22.341635	22.273330	5.336962	-45564.561667	-0.074727	0.000016	14.673319	92.284901	4.044000	6.000000	4.034100	33.000000	78.000000	4.041000	0.009900	0.000000	145.400000	0.004080	0.004080	0.004080	0.000000	75.200000	0.000000	0.000000	0.000000	32.000000	32.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	1	1	1	0	0	0	0	0	0	0.000	0.000	0.000	0.000
545090.000000	26.426838	-54.794320	3.000000	-18.263482	0.001262	-435.629925	-440.866621	2.919823	3.814963	1053.897437	22.458874	22.302748	22.088075	5.321857	-45660.177993	-0.074650	0.000101	14.673174	92.283308	4.044100	6.000000	4.034000	33.000000	78.000000	4.040900	0.010100	0.000000	145.400000	0.004080	0.004080	0.004080	0.000000	75.200000	0.000000	0.000000	0.000000	32.000000	32.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	1	1	1	0	0	0	0	0	0	0.000	0.000	0.000	0.000
545190.000000	26.430958	-54.810738	3.000000	-18.302742	-0.004977	-440.037045	-441.955439	2.923435	3.819888	1056.605749	22.868850	22.741998	22.283377	5.336305	-45746.305908	-0.074629	0.000652	14.673029	92.281426	4.044100	6.000000	4.034000	33.000000	78.000000	4.040900	0.010100	0.000000	145.400000	0.004080	0.004080	0.004080	0.000000	75.200000	0.000000	0.000000	0.000000	32.000000	32.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	1	1	1	0	0	0	0	0	0	0.000	0.000	0.000	0.000
545290.000000	26.418599	-54.777901	3.000000	-18.226541	0.007501	-433.607835	-438.792682	2.920480	3.824157	1057.508520	22.790642	22.693063	22.263717	5.338932	-45822.918940	-0.074515	0.000652	14.673174	92.281426	4.044000	6.000000	4.033900	33.000000	78.000000	4.040900	0.010100	0.000000	145.400000	0.004080	0.004080	0.004080	0.000000	75.200000	0.000000	0.000000	0.000000	32.000000	32.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	1	1	1	0	0	0	0	0	0	0.000	0.000	0.000	0.000
545390.000000	26.419629	-54.933877	3.000000	-18.317519	-0.007933	-436.615046	-439.414864	2.916868	3.815291	1055.928671	22.654177	22.137009	21.766210	5.314633	-45918.685229	-0.074515	0.000413	14.673029	92.287386	4.044000	6.000000	4.034000	33.000000	78.000000	4.040900	0.010000	0.000000	145.400000	0.004080	0.004080	0.004080	0.000000	75.200000	0.000000	0.000000	0.000000	32.000000	32.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	1	1	1	0	0	0	0	0	0	0.000	0.000	0.000	0.000
545490.000000	26.436107	-54.851785	3.000000	-18.278404	0.001262	-434.696653	-438.170500	2.921793	3.819888	1056.154364	23.229601	22.956381	22.390424	5.327768	-45995.422545	-0.074150	0.000584	14.673319	92.290332	4.044000	6.000000	4.034000	33.000000	78.000000	4.040900	0.010000	0.000000	145.400000	0.004080	0.004080	0.004080	0.000000	75.200000	0.000000	0.000000	0.000000	32.000000	32.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	1	1	1	0	0	0	0	0	0	0.000	0.000	0.000	0.000
545590.000000	26.443316	-54.720436	3.000000	-18.275651	-0.003336	-440.348136	-443.459044	2.917853	3.818575	1048.932198	22.722482	22.302893	22.107736	5.325798	-46091.412339	-0.074000	-0.000560	14.673029	92.296958	4.044000	6.000000	4.034000	33.000000	78.000000	4.040900	0.010000	0.000000	145.400000	0.004080	0.004080	0.004080	0.000000	75.200000	0.000000	0.000000	0.000000	32.000000	32.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	1	1	1	0	0	0	0	0	0	0.000	0.000	0.000	0.000
545690.000000	26.429928	-54.810738	3.000000	-18.263337	0.003560	-433.607835	-437.340925	2.918181	3.815291	1051.866203	22.790787	22.205315	22.097978	5.330395	-46168.270476	-0.073995	0.000310	14.673029	92.301421	4.043900	3.000000	4.034000	33.000000	78.000000	4.040900	0.009900	0.000000	145.400000	0.004080	0.004080	0.004080	0.000000	75.200000	0.000000	0.000000	0.000000	32.000000	32.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	1	1	1	0	0	0	0	0	0	0.000	0.000	0.000	0.000
545790.000000	26.423748	-54.761483	3.000000	-18.239000	0.004874	-436.355804	-442.007287	2.919495	3.809380	1055.477286	22.800255	22.175751	22.078172	5.315290	-46264.408279	-0.074032	0.000222	14.673319	92.300927	4.043900	3.000000	4.034000	33.000000	78.000000	4.040900	0.009900	0.000000	145.400000	0.004080	0.004080	0.004080	0.000000	75.200000	0.000000	0.000000	0.000000	32.000000	32.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	1	1	1	0	0	0	0	0	0	0.000	0.000	0.000	0.000
545890.000000	26.443316	-54.695808	3.000000	-18.292891	-0.002022	-440.711076	-445.377438	2.917196	3.822515	1058.411291	22.956671	22.576114	22.371198	5.336634	-46351.004215	-0.073937	0.000233	14.673029	92.299815	4.044100	6.000000	4.034100	33.000000	78.000000	4.041000	0.010000	0.000000	145.400000	0.004080	0.004080	0.004080	0.000000	75.200000	0.000000	0.000000	0.000000	32.000000	32.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	1	1	1	0	0	0	0	0	0	0.000	0.000	0.000	0.000
545990.000000	26.443316	-54.695808	3.000000	-18.283185	-0.003007	-439.725955	-444.651559	2.918510	3.827112	1056.605749	22.927252	22.624758	22.400327	5.328096	-46437.660677	-0.073870	-0.000062	14.673174	92.299087	4.043900	6.000000	4.034000	33.000000	78.000000	4.040900	0.009900	0.000000	145.400000	0.004080	0.004080	0.004080	0.000000	75.200000	0.000000	0.000000	0.000000	32.000000	32.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	1	1	1	0	0	0	0	0	0	0.000	0.000	0.000	0.000
546090.000000	26.444346	-54.745064	3.000000	-18.297816	-0.008261	-440.451833	-446.932892	2.911942	3.817918	1051.866203	22.615145	22.380956	22.107736	5.329081	-46524.383610	-0.073841	0.000277	14.673029	92.297645	4.044000	6.000000	4.034000	33.000000	78.000000	4.040900	0.010000	0.000000	145.400000	0.004080	0.004080	0.004080	0.000000	75.200000	0.000000	0.000000	0.000000	32.000000	32.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	1	1	1	0	0	0	0	0	0	0.000	0.000	0.000	0.000
546190.000000	26.429928	-54.827157	3.000000	-18.297961	-0.004977	-439.829652	-441.851742	2.924749	3.817918	1054.348823	23.083378	22.654032	22.595484	5.328753	-46611.172984	-0.073806	0.000340	14.673174	92.297521	4.044000	6.000000	4.033900	33.000000	78.000000	4.040900	0.010100	0.000000	145.400000	0.004080	0.004080	0.004080	0.000000	75.200000	0.000000	0.000000	0.000000	32.000000	32.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	1	1	1	0	0	0	0	0	0	0.000	0.000	0.000	0.000
546290.000000	26.442286	-54.704018	3.000000	-18.231466	0.004217	-436.822440	-442.473923	2.921137	3.816276	1048.029427	22.575969	22.078317	21.951465	5.328425	-46698.027258	-0.073695	0.000330	14.673174	92.296505	4.043900	3.000000	4.034000	33.000000	78.000000	4.041000	0.009900	0.000000	145.400000	0.004080	0.004080	0.004080	0.000000	75.200000	0.000000	0.000000	0.000000	32.000000	32.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	1	1	1	0	0	0	0	0	0	0.000	0.000	0.000	0.000
546390.000000	26.441256	-54.802529	3.000000	-18.278259	0.007829	-432.363472	-437.496470	2.919823	3.824814	1054.574515	22.800400	22.585727	22.497906	5.334664	-46794.608038	-0.073595	0.000300	14.673174	92.297047	4.044000	6.000000	4.033900	33.000000	78.000000	4.040900	0.010100	0.000000	145.400000	0.004080	0.004080	0.004080	0.000000	75.200000	0.000000	0.000000	0.000000	32.000000	32.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	1	1	1	0	0	0	0	0	0	0.000	0.000	0.000	0.000
546490.000000	26.451555	-54.597297	3.000000	-18.199450	0.007501	-437.548319	-442.629469	2.924749	3.826456	1062.248066	22.829673	22.439358	22.146622	5.331708	-46891.263832	-0.073490	-0.000256	14.673174	92.298029	4.044000	6.000000	4.034000	33.000000	78.000000	4.040900	0.010000	0.000000	145.400000	0.004080	0.004080	0.004080	0.000000	75.200000	0.000000	0.000000	0.000000	32.000000	32.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	1	1	1	0	0	0	0	0	0	0.000	0.000	0.000	0.000
546690.000000	26.435077	-54.835366	3.000000	-18.329978	-0.013187	-440.555530	-442.162833	2.918838	3.817261	1053.897437	22.663789	22.488148	22.039286	5.314305	-47075.127552	-0.073435	0.000191	14.673174	92.302465	4.044000	6.000000	4.033900	33.000000	78.000000	4.040900	0.010100	0.000000	145.400000	0.004080	0.004080	0.004080	0.000000	75.200000	0.000000	0.000000	0.000000	32.000000	32.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	1	1	1	0	0	0	0	0	0	0.000	0.000	0.000	0.000
546790.000000	26.434047	-54.695808	3.000000	-18.265945	-0.002022	-440.348136	-443.977529	2.916868	3.815948	1050.286354	22.585727	22.312506	21.961223	5.325141	-47162.320013	-0.073304	0.000049	14.673174	92.302802	4.044000	6.000000	4.034000	33.000000	78.000000	4.040900	0.010000	0.000000	145.400000	0.004080	0.004080	0.004080	0.000000	75.200000	0.000000	0.000000	0.000000	32.000000	32.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	1	1	1	0	0	0	0	0	0	0.000	0.000	0.000	0.000
546890.000000	26.452585	-54.704018	3.000000	-18.320272	-0.006291	-441.488803	-443.303499	2.923764	3.821202	1052.091896	22.800255	22.331877	22.107446	5.314305	-47249.576451	-0.073266	0.000437	14.673319	92.303262	4.044100	6.000000	4.034000	33.000000	78.000000	4.040900	0.010100	0.000000	145.400000	0.004080	0.004080	0.004080	0.000000	75.200000	0.000000	0.000000	0.000000	32.000000	32.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	1	1	1	0	0	0	0	0	0	0.000	0.000	0.000	0.000
