Time (ms)	LowV Voltage (V)	LowV Current (I)	Fiducial Sensor (V)	Pressure Vessel Pressure (psi)	Flow Sensor (V)	Fairing Temperature (F)	Reservoir Temperature (F)	Right Hall Effect (V)	Left Hall Effect (V)	Tank PT (psig)	Right Clamp PT (psig)	Left Clamp PT (psig)	Brake PT (psig)	Cooling PT (V)	Displacement (ft)	Velocity (ft/s)	x acceleration (g)	IMU Pressure (psia)	IMU Temperature (F)	Max Cell Voltage (V)	Max Cell ID (#)	Min Cell Voltage (V)	Min Cell ID (#)	State of Charge (%)	Average Voltage (V)	Voltage Delta (V)	Pack Current (I)	Pack Voltage (V)	Max Resistance (Ohm)	Min Resistance (Ohm)	Average Resistance (Ohm)	Resistance Delta (Ohm)	Highest Temperature (F)	BMSStatus.isFault	BMSStatus.isolation	Motor Velocity	Motor Temperature	Controller Temperature	Motor DC Voltage	Motor Error Code	motorStatus.isReady	motorStatus.isOn	motorStatus.isOperEn	motorStatus.isFault	motorStatus.isVoltEn	motorStatus.targetReached	motorStatus.isWarning	isAlive	motorControllerState	State	Pod Power	Dump Valve	Brakes	Clamp	Pump	Ignition	DO6	DO7	High Side Contactor	Precharge Contactor	Low Side Contactor	DO3	DO4	DO5	DO6	DO7
64900.000000	26.498930	0.264615	0.000000	-3.646952	-0.001365	-437.652016	-439.103773	3.621552	3.580506	-18.368497	4.769865	4.791210	4.761656	5.381292	0.000000	0.000000	0.000000	0.000000	32.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	32.000000	0.000000	0.000000	0.000000	32.000000	32.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	127	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
65000.000000	26.479362	0.264287	0.000000	-3.637101	-0.000052	-435.370683	-437.029834	3.620895	3.579192	-13.854643	4.786284	4.766253	4.778731	5.354366	0.000000	0.000000	0.000000	0.000000	32.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	32.000000	0.000000	0.000000	0.000000	32.000000	32.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	127	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
65100.000000	26.489661	0.263958	0.000000	-3.666655	0.002903	-432.881957	-436.303956	3.619582	3.576894	-12.500487	4.786612	4.767895	4.771179	5.377023	0.000000	0.000000	0.000000	0.000000	32.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	32.000000	0.000000	0.000000	0.000000	32.000000	32.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	127	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
65200.000000	26.499960	0.269869	0.000000	-3.629713	-0.004321	-439.829652	-442.162833	3.620895	3.576565	-7.760940	4.784642	4.776105	4.767238	5.364545	0.000000	0.000000	0.000000	0.000000	32.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	32.000000	0.000000	0.000000	0.000000	32.000000	32.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	127	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
65300.000000	26.491721	0.264615	0.000000	-3.587846	0.004545	-431.585745	-436.355804	3.620239	3.578535	-10.920638	4.770522	4.789239	4.765268	5.363232	0.000000	0.000000	0.000000	0.000000	32.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	32.000000	0.000000	0.000000	0.000000	32.000000	32.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	127	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
65400.000000	26.528797	0.268227	0.000000	-3.637101	-0.008918	-440.814772	-444.496014	3.618268	3.576237	-12.049101	4.782672	4.777418	4.760999	5.362904	0.000000	0.000000	0.000000	0.000000	32.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	32.000000	0.000000	0.000000	0.000000	32.000000	32.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	127	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
65500.000000	26.510259	0.272824	0.000000	-3.516425	-0.001365	-440.555530	-445.999619	3.615970	3.574267	-10.920638	4.791866	4.780045	4.779060	5.383263	0.000000	0.000000	0.000000	0.000000	32.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	32.000000	0.000000	0.000000	0.000000	32.000000	32.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	127	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
65600.000000	26.492751	0.274466	0.000000	-3.555830	-0.000380	-438.014955	-443.562741	3.616955	3.574595	-10.017867	4.781030	4.780045	4.762641	5.383591	0.000000	0.000000	0.000000	0.000000	32.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	32.000000	0.000000	0.000000	0.000000	32.000000	32.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	127	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
65700.000000	26.511289	0.268556	0.000000	-3.649415	-0.004649	-438.637137	-440.762924	3.616626	3.583789	-20.399731	4.782344	4.770194	4.772821	5.352067	0.000000	0.000000	0.000000	0.000000	32.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	32.000000	0.000000	0.000000	0.000000	32.000000	32.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	127	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
65800.000000	26.497900	0.264287	0.000000	-3.555830	0.000933	-432.259775	-436.459501	3.617612	3.572296	-11.372023	4.781687	4.783000	4.760014	5.379979	0.000000	0.000000	0.000000	0.000000	32.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	32.000000	0.000000	0.000000	0.000000	32.000000	32.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	127	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
65900.000000	26.497900	0.265272	0.000000	-3.659266	-0.003664	-436.252107	-438.170500	3.620239	3.573281	-19.045575	4.772821	4.763626	4.778075	5.375053	0.000000	0.000000	0.000000	0.000000	32.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	32.000000	0.000000	0.000000	0.000000	32.000000	32.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	127	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
66000.000000	26.510259	0.271183	0.000000	-3.590308	-0.008261	-443.614590	-446.673650	3.620239	3.581162	-12.726179	4.797120	4.776433	4.769209	5.364874	0.000000	0.000000	0.000000	0.000000	32.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	32.000000	0.000000	0.000000	0.000000	32.000000	32.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	127	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
66100.000000	26.500990	0.268884	0.000000	-3.659266	-0.002351	-441.644348	-443.718287	3.620895	3.576894	-20.625423	4.783329	4.773478	4.772164	5.363560	0.000000	0.000000	0.000000	0.000000	32.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	32.000000	0.000000	0.000000	0.000000	32.000000	32.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	127	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
66200.000000	26.509229	0.272496	0.000000	-3.538590	0.007829	-435.941016	-440.555530	3.618268	3.574267	-10.017867	4.784314	4.777746	4.763955	5.371770	0.000000	0.000000	0.000000	0.000000	32.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	32.000000	0.000000	0.000000	0.000000	32.000000	32.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	127	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
66300.000000	26.518498	0.270197	0.000000	-3.651878	-0.007276	-443.459044	-445.429286	3.618597	3.576894	-17.691418	4.779388	4.782672	4.762641	5.383591	0.000000	0.000000	0.000000	0.000000	32.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	32.000000	0.000000	0.000000	0.000000	32.000000	32.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	127	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
66400.000000	26.509229	0.271839	0.000000	-3.632176	-0.008261	-442.836863	-446.414407	3.620567	3.581819	-7.535248	4.785627	4.768880	4.768224	5.374725	0.000000	0.000000	0.000000	0.000000	32.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	32.000000	0.000000	0.000000	0.000000	32.000000	32.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	127	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
66500.000000	26.496871	0.269541	0.000000	-3.646952	-0.006619	-439.622258	-441.592499	3.617283	3.584118	-18.819882	4.785627	4.771836	4.763298	5.366516	0.000000	0.000000	0.000000	0.000000	32.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	32.000000	0.000000	0.000000	0.000000	32.000000	32.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	127	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
66600.000000	26.502020	0.263958	0.000000	-3.649415	0.001918	-438.377894	-440.399985	3.617283	3.577222	-12.500487	4.780702	4.760014	4.777418	5.371113	0.000000	0.000000	0.000000	0.000000	32.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	32.000000	0.000000	0.000000	0.000000	32.000000	32.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	127	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
66700.000000	26.517468	0.271839	0.000000	-3.654341	-0.006291	-443.407196	-445.481135	3.619910	3.578207	-24.236506	4.788254	4.760343	4.770194	5.366516	0.000000	0.000000	0.000000	0.000000	32.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	32.000000	0.000000	0.000000	0.000000	32.000000	32.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	127	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
66800.000000	26.489661	0.264615	0.000000	-3.619862	0.008486	-432.726411	-436.303956	3.619910	3.577879	-12.726179	4.773478	4.783985	4.772164	5.380964	0.000000	0.000000	0.000000	0.000000	32.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	32.000000	0.000000	0.000000	0.000000	32.000000	32.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	127	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
66900.000000	26.508199	0.274138	0.000000	-3.553367	-0.001365	-439.155621	-445.066347	3.614985	3.577879	-11.823409	4.794165	4.775776	4.783657	5.358963	0.000000	0.000000	0.000000	0.000000	32.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	32.000000	0.000000	0.000000	0.000000	32.000000	32.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	127	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
67000.000000	26.487602	0.267899	0.000000	-3.563218	0.007172	-432.570866	-437.703864	3.616298	3.576237	-15.885877	4.784971	4.769537	4.774791	5.357978	0.000000	0.000000	0.000000	0.000000	32.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	32.000000	0.000000	0.000000	0.000000	32.000000	32.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	127	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
67100.000000	26.497900	0.271183	0.000000	-3.644490	-0.004977	-442.888711	-444.496014	3.620895	3.575908	-13.628950	4.792195	4.779717	4.768552	5.376367	0.000000	0.000000	0.000000	0.000000	32.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	32.000000	0.000000	0.000000	0.000000	32.000000	32.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	127	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
67200.000000	26.499960	0.271511	0.000000	-3.651878	-0.008590	-443.614590	-444.910802	3.618268	3.574923	-15.434492	4.783329	4.773478	4.748193	5.376695	0.000000	0.000000	0.000000	0.000000	32.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	32.000000	0.000000	0.000000	0.000000	32.000000	32.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	127	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
67300.000000	26.498930	0.272168	0.000000	-3.526276	0.009142	-433.244896	-438.740834	3.617940	3.576237	-13.628950	4.783657	4.783000	4.772492	5.364217	0.000000	0.000000	0.000000	0.000000	32.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	32.000000	0.000000	0.000000	0.000000	32.000000	32.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	127	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
67400.000000	26.493781	0.271839	0.000000	-3.607548	-0.005306	-440.348136	-444.236771	3.619910	3.572296	-17.465726	4.790224	4.777090	4.763626	5.367501	0.000000	0.000000	0.000000	0.000000	32.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	32.000000	0.000000	0.000000	0.000000	32.000000	32.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	127	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
67500.000000	26.517468	0.271839	0.000000	-3.580457	0.000605	-437.133531	-442.992408	3.618268	3.575580	-10.017867	4.787597	4.768880	4.776761	5.346813	0.000000	0.000000	0.000000	0.000000	32.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	32.000000	0.000000	0.000000	0.000000	32.000000	32.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	127	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
67600.000000	26.490691	0.264615	0.000000	-3.634639	0.001918	-432.933805	-435.785471	3.625492	3.578535	-11.823409	4.773478	4.770194	4.755417	5.379979	0.000000	0.000000	0.000000	0.000000	32.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	32.000000	0.000000	0.000000	0.000000	32.000000	32.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	127	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
67700.000000	26.488631	0.271839	0.000000	-3.622325	0.000605	-438.896379	-444.444165	3.618597	3.570983	-24.462199	4.800732	4.763626	4.782015	5.383591	0.000000	0.000000	0.000000	0.000000	32.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	32.000000	0.000000	0.000000	0.000000	32.000000	32.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	127	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
67800.000000	26.491721	0.269869	0.000000	-3.642027	-0.007933	-443.251651	-445.584832	3.618268	3.575580	-17.691418	4.781687	4.772164	4.762970	5.378337	0.000000	0.000000	0.000000	0.000000	32.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	32.000000	0.000000	0.000000	0.000000	32.000000	32.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	127	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
67900.000000	26.500990	0.268556	0.000000	-3.610011	-0.011217	-441.281409	-444.496014	3.620895	3.575908	-12.726179	4.790553	4.766582	4.774463	5.375382	0.000000	0.000000	0.000000	0.000000	32.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	32.000000	0.000000	0.000000	0.000000	32.000000	32.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	127	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
68000.000000	26.510259	0.268556	0.000000	-3.541053	0.008486	-433.037502	-438.481591	3.617940	3.572625	-5.052628	4.788583	4.797777	4.760014	5.389173	0.000000	0.000000	0.000000	0.000000	32.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	32.000000	0.000000	0.000000	0.000000	32.000000	32.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	127	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
68100.000000	26.519528	0.263630	0.000000	-3.632176	-0.001694	-437.081683	-439.207470	3.624179	3.575908	-8.889404	4.779388	4.777090	4.771836	5.361262	0.000000	0.000000	0.000000	0.000000	32.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	32.000000	0.000000	0.000000	0.000000	32.000000	32.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	127	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
68200.000000	26.500990	0.264287	0.000000	-3.610011	0.003232	-433.504138	-436.303956	3.616955	3.578864	-9.115097	4.780045	4.773149	4.767238	5.374725	0.000000	0.000000	0.000000	0.000000	32.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	32.000000	0.000000	0.000000	0.000000	32.000000	32.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	127	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
68300.000000	26.509229	0.273481	0.000000	-3.637101	-0.008590	-443.303499	-446.777346	3.619253	3.574923	-6.406784	4.786284	4.775776	4.751805	5.373411	0.000000	0.000000	0.000000	0.000000	32.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	32.000000	0.000000	0.000000	0.000000	32.000000	32.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	127	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
68400.000000	26.494811	0.272496	0.000000	-3.575532	-0.005634	-441.851742	-446.362559	3.618597	3.577879	-10.017867	4.762970	4.783657	4.751805	5.377680	0.000000	0.000000	0.000000	0.000000	32.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	32.000000	0.000000	0.000000	0.000000	32.000000	32.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	127	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
68500.000000	26.497900	0.264615	0.000000	-3.597697	0.002575	-434.592956	-436.822440	3.618268	3.578207	-17.917111	4.797449	4.767567	4.764283	5.378994	0.000000	0.000000	0.000000	0.000000	32.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	32.000000	0.000000	0.000000	0.000000	32.000000	32.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	127	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
68600.000000	26.505110	0.273153	0.000000	-3.587846	-0.000052	-439.207470	-444.029378	3.617283	3.578535	-10.920638	4.784314	4.761328	4.767238	5.350754	0.000000	0.000000	0.000000	0.000000	32.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	32.000000	0.000000	0.000000	0.000000	32.000000	32.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	127	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
68700.000000	26.485542	0.267570	0.000000	-3.587846	0.005530	-431.948684	-436.718743	3.622865	3.575908	-22.656658	4.787269	4.779388	4.771179	5.372098	0.000000	0.000000	0.000000	0.000000	32.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	32.000000	0.000000	0.000000	0.000000	32.000000	32.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	127	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
68800.000000	26.499960	0.265600	0.000000	-3.644490	0.010784	-431.637593	-436.096562	3.620239	3.577222	-17.691418	4.783329	4.784642	4.760014	5.374396	0.000000	0.000000	0.000000	0.000000	32.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	32.000000	0.000000	0.000000	0.000000	32.000000	32.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	127	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
68900.000000	26.498930	0.262973	0.000000	-3.580457	0.002575	-432.207926	-436.355804	3.620895	3.578864	-19.496960	4.788583	4.771836	4.766910	5.368486	0.000000	0.000000	0.000000	0.000000	32.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	32.000000	0.000000	0.000000	0.000000	32.000000	32.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	127	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
69000.000000	26.502020	0.274466	0.000000	-3.612474	-0.002351	-442.681317	-446.258862	3.616626	3.573281	-8.212326	4.791866	4.783000	4.760999	5.383263	0.000000	0.000000	0.000000	0.000000	32.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	32.000000	0.000000	0.000000	0.000000	32.000000	32.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	127	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
69100.000000	26.488631	0.269541	0.000000	-3.563218	0.004217	-433.089350	-438.377894	3.620567	3.570983	-12.726179	4.786284	4.785627	4.760343	5.370128	0.000000	0.000000	0.000000	0.000000	32.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	32.000000	0.000000	0.000000	0.000000	32.000000	32.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	127	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
69200.000000	26.477303	0.266257	0.000000	-3.607548	0.006516	-433.763381	-436.563198	3.619582	3.578864	-18.819882	4.779717	4.757716	4.773806	5.377023	0.000000	0.000000	0.000000	0.000000	32.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	32.000000	0.000000	0.000000	0.000000	32.000000	32.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	127	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
69300.000000	26.504080	0.267242	0.000000	-3.654341	-0.004977	-440.451833	-442.422075	3.614656	3.576565	-16.111570	4.774463	4.783985	4.750163	5.372098	0.000000	0.000000	0.000000	0.000000	32.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	32.000000	0.000000	0.000000	0.000000	32.000000	32.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	127	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
69400.000000	26.483482	0.270526	0.000000	-3.541053	0.009142	-430.911715	-436.511349	3.620567	3.577222	-18.368497	4.796792	4.779717	4.769209	5.367501	0.000000	0.000000	0.000000	0.000000	32.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	32.000000	0.000000	0.000000	0.000000	32.000000	32.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	127	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
